"","BIRTH","COUNTRY","GENDER","ObsValue","RATE","TIME_FORMAT","Time"
"5272","FB","USA","TOT","75","P_RATE","P1Y","2010"
"5273","FB","USA","TOT","74.3","P_RATE","P1Y","2011"
"5274","FB","USA","TOT","73.7","P_RATE","P1Y","2012"
"5275","FB","USA","TOT","73.5","P_RATE","P1Y","2013"
"5276","FB","USA","TOT","73.4","P_RATE","P1Y","2014"
"5277","FB","USA","TOT","72.9","P_RATE","P1Y","2015"
"5278","FB","USA","TOT","73.2","P_RATE","P1Y","2016"
"5279","FB","USA","TOT","74","P_RATE","P1Y","2017"
"5280","FB","USA","TOT","74.2","P_RATE","P1Y","2018"
"5281","FB","USA","TOT","74.6","P_RATE","P1Y","2019"
"5282","FB","USA","TOT","73.6","P_RATE","P1Y","2020"
"5283","FB","USA","TOT","74.2","P_RATE","P1Y","2021"
"5284","FB","CHL","MEN","78.9","N_RATE","P1Y","2006"
"5285","FB","CHL","MEN","73.4","N_RATE","P1Y","2009"
"5286","FB","CHL","MEN","79.3","N_RATE","P1Y","2011"
"5287","FB","CHL","MEN","83.3","N_RATE","P1Y","2013"
"5288","FB","CHL","MEN","83.9","N_RATE","P1Y","2015"
"5289","FB","CHL","MEN","85.7","N_RATE","P1Y","2017"
"5290","FB","CHL","MEN","86.7","N_RATE","P1Y","2020"
"5291","FB","CHL","MEN","2.5","U_RATE","P1Y","2006"
"5292","FB","CHL","MEN","7.4","U_RATE","P1Y","2009"
"5293","FB","CHL","MEN","3.9","U_RATE","P1Y","2011"
"5294","FB","CHL","MEN","4.1","U_RATE","P1Y","2013"
"5295","FB","CHL","MEN","4.9","U_RATE","P1Y","2015"
"5296","FB","CHL","MEN","5.8","U_RATE","P1Y","2017"
"5297","FB","CHL","MEN","8.2","U_RATE","P1Y","2020"
"5298","FB","CHL","MEN","81","P_RATE","P1Y","2006"
"5299","FB","CHL","MEN","79.3","P_RATE","P1Y","2009"
"5300","FB","CHL","MEN","82.6","P_RATE","P1Y","2011"
"5301","FB","CHL","MEN","86.8","P_RATE","P1Y","2013"
"5302","FB","CHL","MEN","88.2","P_RATE","P1Y","2015"
"5303","FB","CHL","MEN","91","P_RATE","P1Y","2017"
"5304","FB","CHL","MEN","86.7","P_RATE","P1Y","2020"
"5305","FB","CHL","WMN","54.4","N_RATE","P1Y","2006"
"5306","FB","CHL","WMN","57.1","N_RATE","P1Y","2009"
"5307","FB","CHL","WMN","59.7","N_RATE","P1Y","2011"
"5308","FB","CHL","WMN","66.7","N_RATE","P1Y","2013"
"5309","FB","CHL","WMN","65.1","N_RATE","P1Y","2015"
"5310","FB","CHL","WMN","68.8","N_RATE","P1Y","2017"
"5311","FB","CHL","WMN","70.3","N_RATE","P1Y","2020"
"5312","FB","CHL","WMN","8.4","U_RATE","P1Y","2006"
"5313","FB","CHL","WMN","9","U_RATE","P1Y","2009"
"5314","FB","CHL","WMN","7.7","U_RATE","P1Y","2011"
"5315","FB","CHL","WMN","3.7","U_RATE","P1Y","2013"
"5316","FB","CHL","WMN","6.7","U_RATE","P1Y","2015"
"5317","FB","CHL","WMN","9.3","U_RATE","P1Y","2017"
"5318","FB","CHL","WMN","12.3","U_RATE","P1Y","2020"
"5319","FB","CHL","WMN","59.4","P_RATE","P1Y","2006"
"5320","FB","CHL","WMN","62.8","P_RATE","P1Y","2009"
"5321","FB","CHL","WMN","64.7","P_RATE","P1Y","2011"
"5322","FB","CHL","WMN","69.3","P_RATE","P1Y","2013"
"5323","FB","CHL","WMN","69.8","P_RATE","P1Y","2015"
"5324","FB","CHL","WMN","75.9","P_RATE","P1Y","2017"
"5325","FB","CHL","WMN","70.3","P_RATE","P1Y","2020"
"5326","FB","CHL","TOT","64.9","N_RATE","P1Y","2006"
"5327","FB","CHL","TOT","64.7","N_RATE","P1Y","2009"
"5328","FB","CHL","TOT","68.1","N_RATE","P1Y","2011"
"5329","FB","CHL","TOT","74.2","N_RATE","P1Y","2013"
"5330","FB","CHL","TOT","73.9","N_RATE","P1Y","2015"
"5331","FB","CHL","TOT","76.9","N_RATE","P1Y","2017"
"5332","FB","CHL","TOT","77.7","N_RATE","P1Y","2020"
"5333","FB","CHL","TOT","5.4","U_RATE","P1Y","2006"
"5334","FB","CHL","TOT","8.2","U_RATE","P1Y","2009"
"5335","FB","CHL","TOT","5.9","U_RATE","P1Y","2011"
"5336","FB","CHL","TOT","3.9","U_RATE","P1Y","2013"
"5337","FB","CHL","TOT","5.8","U_RATE","P1Y","2015"
"5338","FB","CHL","TOT","7.5","U_RATE","P1Y","2017"
"5339","FB","CHL","TOT","10.2","U_RATE","P1Y","2020"
"5340","FB","CHL","TOT","68.6","P_RATE","P1Y","2006"
"5341","FB","CHL","TOT","70.4","P_RATE","P1Y","2009"
"5342","FB","CHL","TOT","72.4","P_RATE","P1Y","2011"
"5343","FB","CHL","TOT","77.2","P_RATE","P1Y","2013"
"5344","FB","CHL","TOT","78.4","P_RATE","P1Y","2015"
"5345","FB","CHL","TOT","83.2","P_RATE","P1Y","2017"
"5346","FB","CHL","TOT","77.7","P_RATE","P1Y","2020"
"5347","FB","EST","MEN","70.2","N_RATE","P1Y","2000"
"5348","FB","EST","MEN","71","N_RATE","P1Y","2001"
"5349","FB","EST","MEN","70.1","N_RATE","P1Y","2002"
"5350","FB","EST","MEN","70.6","N_RATE","P1Y","2003"
"5351","FB","EST","MEN","68.4","N_RATE","P1Y","2004"
"5352","FB","EST","MEN","73.2","N_RATE","P1Y","2005"
"5353","FB","EST","MEN","75.1","N_RATE","P1Y","2006"
"5354","FB","EST","MEN","77.4","N_RATE","P1Y","2007"
"5355","FB","EST","MEN","80.5","N_RATE","P1Y","2008"
"5356","FB","EST","MEN","68.8","N_RATE","P1Y","2009"
"5357","FB","EST","MEN","60.8","N_RATE","P1Y","2010"
"5358","FB","EST","MEN","69.6","N_RATE","P1Y","2011"
"5359","FB","EST","MEN","70.9","N_RATE","P1Y","2012"
"5360","FB","EST","MEN","71.9","N_RATE","P1Y","2013"
"5361","FB","EST","MEN","74.6","N_RATE","P1Y","2014"
"5362","FB","EST","MEN","75.7","N_RATE","P1Y","2015"
"5363","FB","EST","MEN","76.7","N_RATE","P1Y","2016"
"5364","FB","EST","MEN","77.5","N_RATE","P1Y","2017"
"5365","FB","EST","MEN","74.1","N_RATE","P1Y","2018"
"5366","FB","EST","MEN","78.9","N_RATE","P1Y","2019"
"5367","FB","EST","MEN","77.1","N_RATE","P1Y","2020"
"5368","FB","EST","MEN","77.6","N_RATE","P1Y","2021"
"5369","FB","EST","MEN","13.4","U_RATE","P1Y","2000"
"5370","FB","EST","MEN","12.1","U_RATE","P1Y","2001"
"5371","FB","EST","MEN","12.9","U_RATE","P1Y","2002"
"5372","FB","EST","MEN","13.2","U_RATE","P1Y","2003"
"5373","FB","EST","MEN","13.2","U_RATE","P1Y","2004"
"5374","FB","EST","MEN","9.4","U_RATE","P1Y","2005"
"5375","FB","EST","MEN","8.6","U_RATE","P1Y","2006"
"5376","FB","EST","MEN","7.1","U_RATE","P1Y","2007"
"5377","FB","EST","MEN","5.4","U_RATE","P1Y","2008"
"5378","FB","EST","MEN","17.7","U_RATE","P1Y","2009"
"5379","FB","EST","MEN","23.6","U_RATE","P1Y","2010"
"5380","FB","EST","MEN","15.6","U_RATE","P1Y","2011"
"5381","FB","EST","MEN","14.9","U_RATE","P1Y","2012"
"5382","FB","EST","MEN","11.2","U_RATE","P1Y","2013"
"5383","FB","EST","MEN","8.8","U_RATE","P1Y","2014"
"5384","FB","EST","MEN","7","U_RATE","P1Y","2015"
"5385","FB","EST","MEN","9.9","U_RATE","P1Y","2016"
"5386","FB","EST","MEN","6.7","U_RATE","P1Y","2017"
"5387","FB","EST","MEN","7.9","U_RATE","P1Y","2018"
"5388","FB","EST","MEN","5.6","U_RATE","P1Y","2019"
"5389","FB","EST","MEN","7.2","U_RATE","P1Y","2020"
"5390","FB","EST","MEN","7.9","U_RATE","P1Y","2021"
"5391","FB","EST","MEN","81.1","P_RATE","P1Y","2000"
"5392","FB","EST","MEN","80.8","P_RATE","P1Y","2001"
"5393","FB","EST","MEN","80.5","P_RATE","P1Y","2002"
"5394","FB","EST","MEN","81.4","P_RATE","P1Y","2003"
"5395","FB","EST","MEN","78.9","P_RATE","P1Y","2004"
"5396","FB","EST","MEN","80.8","P_RATE","P1Y","2005"
"5397","FB","EST","MEN","82.2","P_RATE","P1Y","2006"
"5398","FB","EST","MEN","83.3","P_RATE","P1Y","2007"
"5399","FB","EST","MEN","85.1","P_RATE","P1Y","2008"
"5400","FB","EST","MEN","83.6","P_RATE","P1Y","2009"
"5401","FB","EST","MEN","79.6","P_RATE","P1Y","2010"
"5402","FB","EST","MEN","82.5","P_RATE","P1Y","2011"
"5403","FB","EST","MEN","83.3","P_RATE","P1Y","2012"
"5404","FB","EST","MEN","80.9","P_RATE","P1Y","2013"
"5405","FB","EST","MEN","81.8","P_RATE","P1Y","2014"
"5406","FB","EST","MEN","81.4","P_RATE","P1Y","2015"
"5407","FB","EST","MEN","85.1","P_RATE","P1Y","2016"
"5408","FB","EST","MEN","83.1","P_RATE","P1Y","2017"
"5409","FB","EST","MEN","80.4","P_RATE","P1Y","2018"
"5410","FB","EST","MEN","83.6","P_RATE","P1Y","2019"
"5411","FB","EST","MEN","83.3","P_RATE","P1Y","2020"
"5412","FB","EST","MEN","84.2","P_RATE","P1Y","2021"
"5413","FB","EST","WMN","57.4","N_RATE","P1Y","2000"
"5414","FB","EST","WMN","55.9","N_RATE","P1Y","2001"
"5415","FB","EST","WMN","58.1","N_RATE","P1Y","2002"
"5416","FB","EST","WMN","58.2","N_RATE","P1Y","2003"
"5417","FB","EST","WMN","65.2","N_RATE","P1Y","2004"
"5418","FB","EST","WMN","65.6","N_RATE","P1Y","2005"
"5419","FB","EST","WMN","69.2","N_RATE","P1Y","2006"
"5420","FB","EST","WMN","71.8","N_RATE","P1Y","2007"
"5421","FB","EST","WMN","70","N_RATE","P1Y","2008"
"5422","FB","EST","WMN","67","N_RATE","P1Y","2009"
"5423","FB","EST","WMN","57.8","N_RATE","P1Y","2010"
"5424","FB","EST","WMN","58.8","N_RATE","P1Y","2011"
"5425","FB","EST","WMN","64.4","N_RATE","P1Y","2012"
"5426","FB","EST","WMN","65.9","N_RATE","P1Y","2013"
"5427","FB","EST","WMN","62.5","N_RATE","P1Y","2014"
"5428","FB","EST","WMN","65.4","N_RATE","P1Y","2015"
"5429","FB","EST","WMN","66","N_RATE","P1Y","2016"
"5430","FB","EST","WMN","66.2","N_RATE","P1Y","2017"
"5431","FB","EST","WMN","66.5","N_RATE","P1Y","2018"
"5432","FB","EST","WMN","71.2","N_RATE","P1Y","2019"
"5433","FB","EST","WMN","72.7","N_RATE","P1Y","2020"
"5434","FB","EST","WMN","64.7","N_RATE","P1Y","2021"
"5435","FB","EST","WMN","11.1","U_RATE","P1Y","2000"
"5436","FB","EST","WMN","15.4","U_RATE","P1Y","2001"
"5437","FB","EST","WMN","13.1","U_RATE","P1Y","2002"
"5438","FB","EST","WMN","14.1","U_RATE","P1Y","2003"
"5439","FB","EST","WMN","11.8","U_RATE","P1Y","2004"
"5440","FB","EST","WMN","11.4","U_RATE","P1Y","2005"
"5441","FB","EST","WMN","7.1","U_RATE","P1Y","2006"
"5442","FB","EST","WMN","4.6","U_RATE","P1Y","2007"
"5443","FB","EST","WMN","6.5","U_RATE","P1Y","2008"
"5444","FB","EST","WMN","12.3","U_RATE","P1Y","2009"
"5445","FB","EST","WMN","22.2","U_RATE","P1Y","2010"
"5446","FB","EST","WMN","18.1","U_RATE","P1Y","2011"
"5447","FB","EST","WMN","11.2","U_RATE","P1Y","2012"
"5448","FB","EST","WMN","10.8","U_RATE","P1Y","2013"
"5449","FB","EST","WMN","9.7","U_RATE","P1Y","2014"
"5450","FB","EST","WMN","8.6","U_RATE","P1Y","2015"
"5451","FB","EST","WMN","8.3","U_RATE","P1Y","2016"
"5452","FB","EST","WMN","6.1","U_RATE","P1Y","2017"
"5453","FB","EST","WMN","7.9","U_RATE","P1Y","2018"
"5454","FB","EST","WMN","6.7","U_RATE","P1Y","2019"
"5455","FB","EST","WMN","8.4","U_RATE","P1Y","2020"
"5456","FB","EST","WMN","11.7","U_RATE","P1Y","2021"
"5457","FB","EST","WMN","64.5","P_RATE","P1Y","2000"
"5458","FB","EST","WMN","66.1","P_RATE","P1Y","2001"
"5459","FB","EST","WMN","66.8","P_RATE","P1Y","2002"
"5460","FB","EST","WMN","67.8","P_RATE","P1Y","2003"
"5461","FB","EST","WMN","73.9","P_RATE","P1Y","2004"
"5462","FB","EST","WMN","74","P_RATE","P1Y","2005"
"5463","FB","EST","WMN","74.5","P_RATE","P1Y","2006"
"5464","FB","EST","WMN","75.2","P_RATE","P1Y","2007"
"5465","FB","EST","WMN","74.8","P_RATE","P1Y","2008"
"5466","FB","EST","WMN","76.4","P_RATE","P1Y","2009"
"5467","FB","EST","WMN","74.2","P_RATE","P1Y","2010"
"5468","FB","EST","WMN","71.8","P_RATE","P1Y","2011"
"5469","FB","EST","WMN","72.5","P_RATE","P1Y","2012"
"5470","FB","EST","WMN","73.9","P_RATE","P1Y","2013"
"5471","FB","EST","WMN","69.3","P_RATE","P1Y","2014"
"5472","FB","EST","WMN","71.6","P_RATE","P1Y","2015"
"5473","FB","EST","WMN","71.9","P_RATE","P1Y","2016"
"5474","FB","EST","WMN","70.5","P_RATE","P1Y","2017"
"5475","FB","EST","WMN","72.2","P_RATE","P1Y","2018"
"5476","FB","EST","WMN","76.2","P_RATE","P1Y","2019"
"5477","FB","EST","WMN","80","P_RATE","P1Y","2020"
"5478","FB","EST","WMN","73.4","P_RATE","P1Y","2021"
"5479","FB","EST","TOT","63","N_RATE","P1Y","2000"
"5480","FB","EST","TOT","62.5","N_RATE","P1Y","2001"
"5481","FB","EST","TOT","63.2","N_RATE","P1Y","2002"
"5482","FB","EST","TOT","63.5","N_RATE","P1Y","2003"
"5483","FB","EST","TOT","66.6","N_RATE","P1Y","2004"
"5484","FB","EST","TOT","68.9","N_RATE","P1Y","2005"
"5485","FB","EST","TOT","71.8","N_RATE","P1Y","2006"
"5486","FB","EST","TOT","74.2","N_RATE","P1Y","2007"
"5487","FB","EST","TOT","74.8","N_RATE","P1Y","2008"
"5488","FB","EST","TOT","67.8","N_RATE","P1Y","2009"
"5489","FB","EST","TOT","59.1","N_RATE","P1Y","2010"
"5490","FB","EST","TOT","63.6","N_RATE","P1Y","2011"
"5491","FB","EST","TOT","67.2","N_RATE","P1Y","2012"
"5492","FB","EST","TOT","68.4","N_RATE","P1Y","2013"
"5493","FB","EST","TOT","68","N_RATE","P1Y","2014"
"5494","FB","EST","TOT","70.2","N_RATE","P1Y","2015"
"5495","FB","EST","TOT","70.8","N_RATE","P1Y","2016"
"5496","FB","EST","TOT","71.7","N_RATE","P1Y","2017"
"5497","FB","EST","TOT","70.1","N_RATE","P1Y","2018"
"5498","FB","EST","TOT","74.6","N_RATE","P1Y","2019"
"5499","FB","EST","TOT","74.8","N_RATE","P1Y","2020"
"5500","FB","EST","TOT","71.2","N_RATE","P1Y","2021"
"5501","FB","EST","TOT","12.2","U_RATE","P1Y","2000"
"5502","FB","EST","TOT","13.8","U_RATE","P1Y","2001"
"5503","FB","EST","TOT","13","U_RATE","P1Y","2002"
"5504","FB","EST","TOT","13.7","U_RATE","P1Y","2003"
"5505","FB","EST","TOT","12.4","U_RATE","P1Y","2004"
"5506","FB","EST","TOT","10.5","U_RATE","P1Y","2005"
"5507","FB","EST","TOT","7.8","U_RATE","P1Y","2006"
"5508","FB","EST","TOT","5.7","U_RATE","P1Y","2007"
"5509","FB","EST","TOT","6","U_RATE","P1Y","2008"
"5510","FB","EST","TOT","14.8","U_RATE","P1Y","2009"
"5511","FB","EST","TOT","22.8","U_RATE","P1Y","2010"
"5512","FB","EST","TOT","16.9","U_RATE","P1Y","2011"
"5513","FB","EST","TOT","12.9","U_RATE","P1Y","2012"
"5514","FB","EST","TOT","11","U_RATE","P1Y","2013"
"5515","FB","EST","TOT","9.3","U_RATE","P1Y","2014"
"5516","FB","EST","TOT","7.8","U_RATE","P1Y","2015"
"5517","FB","EST","TOT","9","U_RATE","P1Y","2016"
"5518","FB","EST","TOT","6.4","U_RATE","P1Y","2017"
"5519","FB","EST","TOT","7.9","U_RATE","P1Y","2018"
"5520","FB","EST","TOT","6.2","U_RATE","P1Y","2019"
"5521","FB","EST","TOT","7.8","U_RATE","P1Y","2020"
"5522","FB","EST","TOT","9.7","U_RATE","P1Y","2021"
"5523","FB","EST","TOT","71.8","P_RATE","P1Y","2000"
"5524","FB","EST","TOT","72.5","P_RATE","P1Y","2001"
"5525","FB","EST","TOT","72.7","P_RATE","P1Y","2002"
"5526","FB","EST","TOT","73.6","P_RATE","P1Y","2003"
"5527","FB","EST","TOT","76","P_RATE","P1Y","2004"
"5528","FB","EST","TOT","76.9","P_RATE","P1Y","2005"
"5529","FB","EST","TOT","77.9","P_RATE","P1Y","2006"
"5530","FB","EST","TOT","78.8","P_RATE","P1Y","2007"
"5531","FB","EST","TOT","79.6","P_RATE","P1Y","2008"
"5532","FB","EST","TOT","79.6","P_RATE","P1Y","2009"
"5533","FB","EST","TOT","76.6","P_RATE","P1Y","2010"
"5534","FB","EST","TOT","76.5","P_RATE","P1Y","2011"
"5535","FB","EST","TOT","77.2","P_RATE","P1Y","2012"
"5536","FB","EST","TOT","76.9","P_RATE","P1Y","2013"
"5537","FB","EST","TOT","74.9","P_RATE","P1Y","2014"
"5538","FB","EST","TOT","76.2","P_RATE","P1Y","2015"
"5539","FB","EST","TOT","77.8","P_RATE","P1Y","2016"
"5540","FB","EST","TOT","76.6","P_RATE","P1Y","2017"
"5541","FB","EST","TOT","76.1","P_RATE","P1Y","2018"
"5542","FB","EST","TOT","79.6","P_RATE","P1Y","2019"
"5543","FB","EST","TOT","81.6","P_RATE","P1Y","2020"
"5544","FB","EST","TOT","78.8","P_RATE","P1Y","2021"
"5545","FB","ISR","MEN","78","N_RATE","P1Y","2012"
"5546","FB","ISR","MEN","78.6","N_RATE","P1Y","2013"
"5547","FB","ISR","MEN","79.5","N_RATE","P1Y","2014"
"5548","FB","ISR","MEN","80.1","N_RATE","P1Y","2015"
"5549","FB","ISR","MEN","80.3","N_RATE","P1Y","2016"
"5550","FB","ISR","MEN","81.2","N_RATE","P1Y","2017"
"5551","FB","ISR","MEN","80.8","N_RATE","P1Y","2018"
"5552","FB","ISR","MEN","80.9","N_RATE","P1Y","2019"
"5553","FB","ISR","MEN","79.6","N_RATE","P1Y","2020"
"5554","FB","ISR","MEN","79.1","N_RATE","P1Y","2021"
"5555","FB","ISR","MEN","5.4","U_RATE","P1Y","2012"
"5556","FB","ISR","MEN","5.5","U_RATE","P1Y","2013"
"5557","FB","ISR","MEN","5.2","U_RATE","P1Y","2014"
"5558","FB","ISR","MEN","4.4","U_RATE","P1Y","2015"
"5559","FB","ISR","MEN","4.2","U_RATE","P1Y","2016"
"5560","FB","ISR","MEN","3.8","U_RATE","P1Y","2017"
"5561","FB","ISR","MEN","3.8","U_RATE","P1Y","2018"
"5562","FB","ISR","MEN","3.5","U_RATE","P1Y","2019"
"5563","FB","ISR","MEN","5.1","U_RATE","P1Y","2020"
"5564","FB","ISR","MEN","5.4","U_RATE","P1Y","2021"
"5565","FB","ISR","MEN","82.4","P_RATE","P1Y","2012"
"5566","FB","ISR","MEN","83.1","P_RATE","P1Y","2013"
"5567","FB","ISR","MEN","83.9","P_RATE","P1Y","2014"
"5568","FB","ISR","MEN","83.7","P_RATE","P1Y","2015"
"5569","FB","ISR","MEN","83.9","P_RATE","P1Y","2016"
"5570","FB","ISR","MEN","84.4","P_RATE","P1Y","2017"
"5571","FB","ISR","MEN","84","P_RATE","P1Y","2018"
"5572","FB","ISR","MEN","83.8","P_RATE","P1Y","2019"
"5573","FB","ISR","MEN","83.8","P_RATE","P1Y","2020"
"5574","FB","ISR","MEN","83.6","P_RATE","P1Y","2021"
"5575","FB","ISR","WMN","72","N_RATE","P1Y","2012"
"5576","FB","ISR","WMN","73.4","N_RATE","P1Y","2013"
"5577","FB","ISR","WMN","75.6","N_RATE","P1Y","2014"
"5578","FB","ISR","WMN","76.2","N_RATE","P1Y","2015"
"5579","FB","ISR","WMN","77.1","N_RATE","P1Y","2016"
"5580","FB","ISR","WMN","76.9","N_RATE","P1Y","2017"
"5581","FB","ISR","WMN","77","N_RATE","P1Y","2018"
"5582","FB","ISR","WMN","77.6","N_RATE","P1Y","2019"
"5583","FB","ISR","WMN","77.2","N_RATE","P1Y","2020"
"5584","FB","ISR","WMN","76.9","N_RATE","P1Y","2021"
"5585","FB","ISR","WMN","5.1","U_RATE","P1Y","2012"
"5586","FB","ISR","WMN","3.9","U_RATE","P1Y","2013"
"5587","FB","ISR","WMN","4.1","U_RATE","P1Y","2014"
"5588","FB","ISR","WMN","4.1","U_RATE","P1Y","2015"
"5589","FB","ISR","WMN","3.8","U_RATE","P1Y","2016"
"5590","FB","ISR","WMN","3.6","U_RATE","P1Y","2017"
"5591","FB","ISR","WMN","3.2","U_RATE","P1Y","2018"
"5592","FB","ISR","WMN","3.3","U_RATE","P1Y","2019"
"5593","FB","ISR","WMN","3.5","U_RATE","P1Y","2020"
"5594","FB","ISR","WMN","3.8","U_RATE","P1Y","2021"
"5595","FB","ISR","WMN","75.9","P_RATE","P1Y","2012"
"5596","FB","ISR","WMN","76.4","P_RATE","P1Y","2013"
"5597","FB","ISR","WMN","78.8","P_RATE","P1Y","2014"
"5598","FB","ISR","WMN","79.5","P_RATE","P1Y","2015"
"5599","FB","ISR","WMN","80.1","P_RATE","P1Y","2016"
"5600","FB","ISR","WMN","79.7","P_RATE","P1Y","2017"
"5601","FB","ISR","WMN","79.6","P_RATE","P1Y","2018"
"5602","FB","ISR","WMN","80.3","P_RATE","P1Y","2019"
"5603","FB","ISR","WMN","80.1","P_RATE","P1Y","2020"
"5604","FB","ISR","WMN","80","P_RATE","P1Y","2021"
"5605","FB","ISR","TOT","74.8","N_RATE","P1Y","2012"
"5606","FB","ISR","TOT","75.8","N_RATE","P1Y","2013"
"5607","FB","ISR","TOT","77.4","N_RATE","P1Y","2014"
"5608","FB","ISR","TOT","78","N_RATE","P1Y","2015"
"5609","FB","ISR","TOT","78.6","N_RATE","P1Y","2016"
"5610","FB","ISR","TOT","78.9","N_RATE","P1Y","2017"
"5611","FB","ISR","TOT","78.8","N_RATE","P1Y","2018"
"5612","FB","ISR","TOT","79.1","N_RATE","P1Y","2019"
"5613","FB","ISR","TOT","78.3","N_RATE","P1Y","2020"
"5614","FB","ISR","TOT","77.9","N_RATE","P1Y","2021"
"5615","FB","ISR","TOT","5.2","U_RATE","P1Y","2012"
"5616","FB","ISR","TOT","4.7","U_RATE","P1Y","2013"
"5617","FB","ISR","TOT","4.6","U_RATE","P1Y","2014"
"5618","FB","ISR","TOT","4.3","U_RATE","P1Y","2015"
"5619","FB","ISR","TOT","4","U_RATE","P1Y","2016"
"5620","FB","ISR","TOT","3.7","U_RATE","P1Y","2017"
"5621","FB","ISR","TOT","3.5","U_RATE","P1Y","2018"
"5622","FB","ISR","TOT","3.4","U_RATE","P1Y","2019"
"5623","FB","ISR","TOT","4.2","U_RATE","P1Y","2020"
"5624","FB","ISR","TOT","4.6","U_RATE","P1Y","2021"
"5625","FB","ISR","TOT","78.9","P_RATE","P1Y","2012"
"5626","FB","ISR","TOT","79.6","P_RATE","P1Y","2013"
"5627","FB","ISR","TOT","81.2","P_RATE","P1Y","2014"
"5628","FB","ISR","TOT","81.4","P_RATE","P1Y","2015"
"5629","FB","ISR","TOT","81.9","P_RATE","P1Y","2016"
"5630","FB","ISR","TOT","81.9","P_RATE","P1Y","2017"
"5631","FB","ISR","TOT","81.6","P_RATE","P1Y","2018"
"5632","FB","ISR","TOT","81.9","P_RATE","P1Y","2019"
"5633","FB","ISR","TOT","81.7","P_RATE","P1Y","2020"
"5634","FB","ISR","TOT","81.6","P_RATE","P1Y","2021"
"5635","FB","SVN","MEN","66.7","N_RATE","P1Y","2000"
"5636","FB","SVN","MEN","72.6","N_RATE","P1Y","2001"
"5637","FB","SVN","MEN","69.8","N_RATE","P1Y","2002"
"5638","FB","SVN","MEN","66.6","N_RATE","P1Y","2003"
"5639","FB","SVN","MEN","69","N_RATE","P1Y","2004"
"5640","FB","SVN","MEN","72.7","N_RATE","P1Y","2005"
"5641","FB","SVN","MEN","71.2","N_RATE","P1Y","2006"
"5642","FB","SVN","MEN","74.2","N_RATE","P1Y","2007"
"5643","FB","SVN","MEN","74","N_RATE","P1Y","2008"
"5644","FB","SVN","MEN","70.9","N_RATE","P1Y","2009"
"5645","FB","SVN","MEN","70.3","N_RATE","P1Y","2010"
"5646","FB","SVN","MEN","68.4","N_RATE","P1Y","2011"
"5647","FB","SVN","MEN","71.4","N_RATE","P1Y","2012"
"5648","FB","SVN","MEN","71.3","N_RATE","P1Y","2013"
"5649","FB","SVN","MEN","66.8","N_RATE","P1Y","2014"
"5650","FB","SVN","MEN","69","N_RATE","P1Y","2015"
"5651","FB","SVN","MEN","69.4","N_RATE","P1Y","2016"
"5652","FB","SVN","MEN","72.9","N_RATE","P1Y","2017"
"5653","FB","SVN","MEN","75.6","N_RATE","P1Y","2018"
"5654","FB","SVN","MEN","77.4","N_RATE","P1Y","2019"
"5655","FB","SVN","MEN","77.9","N_RATE","P1Y","2020"
"5656","FB","SVN","MEN","75.5","N_RATE","P1Y","2021"
"5657","FB","SVN","MEN","10","U_RATE","P1Y","2000"
"5658","FB","SVN","MEN","7","U_RATE","P1Y","2001"
"5659","FB","SVN","MEN","6.5","U_RATE","P1Y","2002"
"5660","FB","SVN","MEN","7.9","U_RATE","P1Y","2003"
"5661","FB","SVN","MEN","6","U_RATE","P1Y","2004"
"5662","FB","SVN","MEN","6.2","U_RATE","P1Y","2005"
"5663","FB","SVN","MEN","5.7","U_RATE","P1Y","2006"
"5664","FB","SVN","MEN","4","U_RATE","P1Y","2007"
"5665","FB","SVN","MEN","4.7","U_RATE","P1Y","2008"
"5666","FB","SVN","MEN","7.5","U_RATE","P1Y","2009"
"5667","FB","SVN","MEN","9.4","U_RATE","P1Y","2010"
"5668","FB","SVN","MEN","9.7","U_RATE","P1Y","2011"
"5669","FB","SVN","MEN","8.3","U_RATE","P1Y","2012"
"5670","FB","SVN","MEN","11","U_RATE","P1Y","2013"
"5671","FB","SVN","MEN","11.1","U_RATE","P1Y","2014"
"5672","FB","SVN","MEN","10","U_RATE","P1Y","2015"
"5673","FB","SVN","MEN","9.4","U_RATE","P1Y","2016"
"5674","FB","SVN","MEN","5.5","U_RATE","P1Y","2017"
"5675","FB","SVN","MEN","4.6","U_RATE","P1Y","2018"
"5676","FB","SVN","MEN","4.9","U_RATE","P1Y","2019"
"5677","FB","SVN","MEN","4.1","U_RATE","P1Y","2020"
"5678","FB","SVN","MEN","4.2","U_RATE","P1Y","2021"
"5679","FB","SVN","MEN","74.1","P_RATE","P1Y","2000"
"5680","FB","SVN","MEN","78","P_RATE","P1Y","2001"
"5681","FB","SVN","MEN","74.7","P_RATE","P1Y","2002"
"5682","FB","SVN","MEN","72.3","P_RATE","P1Y","2003"
"5683","FB","SVN","MEN","73.4","P_RATE","P1Y","2004"
"5684","FB","SVN","MEN","77.5","P_RATE","P1Y","2005"
"5685","FB","SVN","MEN","75.5","P_RATE","P1Y","2006"
"5686","FB","SVN","MEN","77.3","P_RATE","P1Y","2007"
"5687","FB","SVN","MEN","77.7","P_RATE","P1Y","2008"
"5688","FB","SVN","MEN","76.6","P_RATE","P1Y","2009"
"5689","FB","SVN","MEN","77.5","P_RATE","P1Y","2010"
